Document;TfIdfWords
00223;{'SIGNIFICANCE': 0.07320504788019846, 'RESPIRATORY': 0.04690500503197273, 'CYSTIC': 0.0025340245698292955, 'FIBROSIS': 0.0024799295433559354, 'PATIENTS': 0.03067017654433064, 'CONCENTRATIONS': 0.04584616316306835, 'SERUM': 0.06401615564813283, 'CLINICAL': 0.03375753509725347, 'LUNGS': 0.0671457969832774, 'IGG': 0.06381364849723822, 'WIDE': 0.07628856038164422, 'TWO': 0.032091872158084796, 'CONTROLS': 0.04088010794911682, 'COULD': 0.04404451923850445, 'DETECTED': 0.11443711425882915, 'COMPLEMENT': 0.1410966212034424, 'IMMUNOGLOBULINS': 0.07996269955015786, 'SIGNIFICANT': 0.035182688407901966, 'ESPECIALLY': 0.06663294607785121, 'TRACTS': 0.10212961320281913, 'DISCUSSED': 0.04619267288427371, 'SEVERAL': 0.050051724720084304, 'PRESENT': 0.037708380755230565, 'GASTROINTESTINAL': 0.06767270033304883, 'STUDIES': 0.042832731395644176, 'COLUMNS': 0.10563579698731825, 'SPUTUM': 0.054611913052564104, 'ALPHA': 0.05381604351097075, 'ALBUMIN': 0.06767270033304883, 'VARIETY': 0.06663294607785121, 'ANTIGENS': 0.0699377587110562, 'DEPOSITS': 0.09659726565566948, 'CONSTANT': 0.07803801765483127, 'ANTIBODIES': 0.07547010625820583, 'STAPHYLOCOCCAL': 0.10212961320281913, 'BOVINE': 0.0923060435150116, 'IMMUNE': 0.38571700984772433, 'IDENTIFIED': 0.07803801765483127, 'MOLECULAR': 0.06767270033304883, 'INVOLVING': 0.07547010625820583, 'SEPHADEX': 0.09433220727766212, 'AUTORADIOGRAPHY': 0.10212961320281913, 'EXTENSIVE': 0.07803801765483127, 'CIRCULATING': 0.08100245380535546, 'COMPLEXES': 0.5327991583830749, 'ORGANS': 0.09047315544185151, 'KIDNEYS': 0.10563579698731825, 'ELUTED': 0.10992701912797612, 'IMMUNOABSORPTION': 0.12325677260028277, 'SIEVING': 0.12325677260028277, 'HAEMOLYSIN': 0.12325677260028277, 'SEDIMENTATION': 0.09916517705229491}
00258;{'SIGNIFICANCE': 0.03492350908046165, 'CYSTIC': 0.0036266773659942215, 'FIBROSIS': 0.0035492569611332656, 'PATIENTS': 0.03414050233069221, 'ANALYSIS': 0.026315530744746695, 'NUMBER': 0.04755302475702384, 'SIGNIFICANTLY': 0.019824375533627016, 'LATTER': 0.03526975062158869, 'INDICATE': 0.029088749752755258, 'BIRTH': 0.09327322813955068, 'LIFE': 0.057821204352169205, 'MEASURED': 0.023577062959829295, 'AGE': 0.1099020485435267, 'YEAR': 0.18147552896614821, 'PERIOD': 0.026315530744746695, 'TWO': 0.030619767930649713, 'FIRST': 0.07194118310208741, 'USED': 0.02064650542986268, 'YEARS': 0.019502436819762152, 'TESTS': 0.02229055524140131, 'STUDY': 0.034142244783761586, 'DIAGNOSIS': 0.11298954212064835, 'GROUP': 0.036194507171588536, 'CONDITION': 0.059289877887463455, 'GROUPS': 0.04309925072785843, 'HIGHER': 0.042941750843612715, 'RATE': 0.025673708830921828, 'ADDITIONAL': 0.032284224012096685, 'SHOW': 0.027751944145586512, 'MAY': 0.012561083292448654, 'OCCURRING': 0.037676762222207866, 'BASIS': 0.056792039826461985, 'EXCLUDED': 0.0423632358347399, 'BETTER': 0.03562957367804081, 'POSSIBLE': 0.022376699648280568, 'CALCULATED': 0.04316150534840622, 'LARGE': 0.027296926336968418, 'SEX': 0.09395284133011136, 'THEREAFTER': 0.05039505911321604, 'TECHNIQUES': 0.03254267242463519, 'DIAGNOSED': 0.09762801727390556, 'PRIOR': 0.04031604729057284, 'EVEN': 0.030035394121885814, 'OBSERVATIONS': 0.02873584809378465, 'DATA': 0.13691993608807648, 'SINCE': 0.04545920261450234, 'LOWER': 0.02255145373058052, 'STUDIES': 0.12260378160955031, 'FUNCTION': 0.040589912432163214, 'USE': 0.02462072245851423, 'SEEN': 0.027005653875366763, 'EXPECTED': 0.03492350908046165, 'MECONIUM': 0.02519073879894548, 'IMPROVEMENT': 0.030237035467929628, 'TECHNIQUE': 0.027150134214524002, 'FACTORS': 0.026053389713149848, 'GIVEN': 0.0261835239791311, 'EXPERIENCE': 0.0679137976901375, 'COMMENTS': 0.04872238428024399, 'APPLICABLE': 0.05039505911321604, 'RATES': 0.03395689884506875, 'STANDARD': 0.11040707070870641, 'SECOND': 0.030869997591663124, 'PAPER': 0.06508534484927038, 'PATTERNS': 0.03562957367804081, 'MORTALITY': 0.40952060640883936, 'SYSTEM': 0.053726827263835084, 'DESCRIBES': 0.04316150534840622, 'APPROACH': 0.03426792225493738, 'PURPOSE': 0.03562957367804081, 'UNDERSTANDING': 0.03458986096880225, 'CHANGE': 0.03154988724444956, 'BASE': 0.1726460213936249, 'INCLUDED': 0.03600408738923581, 'ILEUS': 0.03154988724444956, 'CORRECTED': 0.04316150534840622, 'READILY': 0.04162889906709278, 'OBSERVATION': 0.03280861312989438, 'PARTICULAR': 0.03526975062158869, 'FEMALE': 0.03864337245760077, 'INDICATION': 0.04730815785981042, 'TOGETHER': 0.0363945425673899, 'RATIOS': 0.07535352444441573, 'SURVIVAL': 0.24688825435112083, 'TABLES': 0.10488449531476621, 'PREPARED': 0.08325779813418556, 'CALCULATION': 0.052442247657383104, 'ACTUAL': 0.04403591066771195, 'REGISTRY': 0.05880139610288719, 'FOUNDATION': 0.05039505911321604, 'ANNUAL': 0.17640418830866156, 'DATED': 0.05880139610288719, 'CENTERS': 0.08632301069681245, 'TABLE': 0.10488449531476621, 'SPECIFIED': 0.10488449531476621, 'RACE': 0.04872238428024399, 'FORCE': 0.05039505911321604, 'APPRAISE': 0.05880139610288719, 'GRAPHING': 0.05880139610288719, 'CUMULATIVE': 0.09744476856048798, 'COMPARATIVE': 0.04403591066771195, 'DEATHS': 0.052442247657383104, 'LENDS': 0.05508153272574807, 'CALCULATING': 0.05880139610288719, 'CALENDAR': 0.11760279220577438, 'TREND': 0.04730815785981042, 'EXHIBITS': 0.052442247657383104, 'SOMEWHAT': 0.04500252090310486, 'CONTINUATION': 0.052442247657383104}
00319;{'SIGNIFICANCE': 0.07930546853688165, 'CYSTIC': 0.010980773135926946, 'FIBROSIS': 0.010746361354542386, 'STUDIED': 0.04472233954527891, 'CLINICAL': 0.03657066302202458, 'COMPARED': 0.042235948761267114, 'NORMAL': 0.024215168813629527, 'DISEASE': 0.024051340970708393, 'ACTIVITY': 0.12182548507980437, 'NEWBORNS': 0.08662625784600433, 'CONTROLS': 0.044286783611543215, 'FOUND': 0.06190534408783656, 'EARLY': 0.05720396935593869, 'DIAGNOSIS': 0.04276340309427316, 'INFANTS': 0.1708157189567267, 'PROTEIN': 0.0985958711408397, 'PER': 0.11181911449908545, 'HIGHER': 0.04875677960368527, 'MIGHT': 0.06068426278642131, 'EXPRESSED': 0.08009172536985765, 'REPRESENTS': 0.09619984804138851, 'SPECIFIC': 0.1036407849555579, 'INCREASE': 0.10752961578023369, 'PATHOGENESIS': 0.06961040083502262, 'DIFFERENCES': 0.04875677960368527, 'RELATIVE': 0.07218569158433881, 'ACTIVITIES': 0.07218569158433881, 'MECONIUM': 0.28601984677969344, 'COMPOSITION': 0.07274128006521717, 'GRAM': 0.09020647153197639, 'ENZYMES': 0.0652543217129693, 'TIMES': 0.30844183117604107, 'ILEUS': 0.07164453561760421, 'AMOUNT': 0.07854780928332177, 'MUCOPOLYSACCHARIDES': 0.11064041430305405, 'MINUTE': 0.10464703779364193, 'LACTASE': 0.20929407558728386, 'MUCOPROTEIN': 0.11908760405530745, 'EARLIEST': 0.11443878006959475, 'MANIFESTATION': 0.09619984804138851, 'REDUCING': 0.11443878006959475, 'SUGARS': 0.11443878006959475, 'ENZYMATIC': 0.10464703779364193, 'DISACCHARIDASES': 0.12508098056471956, 'SUCRASE': 0.2501619611294391, 'MALTASE': 0.26705634063394595, 'PALATINASE': 0.26705634063394595, 'MICROMOLS': 0.13352817031697298}
00355;{'SIGNIFICANCE': 0.055169021590874195, 'CYSTIC': 0.0019096996758133822, 'FIBROSIS': 0.0018689324094856325, 'PATIENTS': 0.015409170824204765, 'SERUM': 0.1206101483225691, 'CLINICAL': 0.025440461232712756, 'ONE': 0.02274072271082795, 'RESULTS': 0.025440461232712756, 'DETERMINED': 0.042436407041724813, 'NORMAL': 0.016845334826872716, 'CHILDREN': 0.03885356443462238, 'ACTIVITY': 0.08474816353377695, 'STUDY': 0.026967425227753715, 'INCREASED': 0.02712160491188496, 'DIAGNOSIS': 0.029748454326450895, 'CORRELATION': 0.04359644628337027, 'INSUFFICIENCY': 0.04485748073249533, 'BONE': 0.0657615941784509, 'MARKER': 0.0646875655965129, 'TOTAL': 0.03648596923339242, 'SIGNIFICANT': 0.026514489814650752, 'ADDITIONAL': 0.1019994323860446, 'PATTERN': 0.049839676951376845, 'MAY': 0.019842870708360917, 'DETERMINATION': 0.05881125968190183, 'PRESENT': 0.028417910134376653, 'PROVIDE': 0.05021613327606179, 'CHILD': 0.040754201661250114, 'INVOLVEMENT': 0.044596342971586954, 'DATA': 0.036048968680194055, 'POLYACRYLAMIDE': 0.05687602210763338, 'GEL': 0.05060262961058586, 'PART': 0.049839676951376845, 'FOLLOWING': 0.048091445244295476, 'SHOWED': 0.03494422425428268, 'GROWTH': 0.0443398273614507, 'INTESTINAL': 0.0465315805458554, 'INFORMATION': 0.05226075064214737, 'LEAD': 0.05881125968190183, 'PHYSICIAN': 0.05749282811370288, 'ALKALINE': 0.05951836351044431, 'PHOSPHATASE': 0.23254822622703378, 'LIVER': 0.13785537926305752, 'ISOENZYME': 0.07279793933470743, 'CIRRHOSIS': 0.055169021590874195, 'DEGREE': 0.0462387876861812, 'ALTERATIONS': 0.05628439899864418, 'DUCT': 0.06692163342009635, 'ENZYMES': 0.045394310756848216, 'INDICATOR': 0.07109093881794826, 'HANDLING': 0.07109093881794826, 'DONE': 0.05413338443171268, 'INDICATING': 0.05628439899864418, 'CONCLUSIONS': 0.07696724473255934, 'RETARDATION': 0.06818266786922142, 'INVOLVED': 0.05060262961058586, 'BILE': 0.055169021590874195, 'EVALUATE': 0.05628439899864418, 'CHOLESTASIS': 0.07696724473255934, 'CONTRIBUTING': 0.07473317690897588, 'ORGANS': 0.06818266786922142, 'ISOENZYMES': 0.14559587866941487, 'STARCH': 0.07279793933470743, 'MICROELECTROPHORETICALLY': 0.09288916195963338, 'COMPARATIVELY': 0.0870128560450223, 'UNSENSITIVE': 0.09288916195963338, 'MASKING': 0.09288916195963338, 'RESP': 0.09288916195963338, 'SECRETOSTASIS': 0.09288916195963338}
00402;{'SIGNIFICANCE': 0.14098749962112295, 'CYSTIC': 0.004880343615967532, 'FIBROSIS': 0.004776160602018838, 'PATIENTS': 0.05906848815945159, 'SERA': 0.10364571342853625, 'IGG': 0.2458007201375102, 'ELEVATED': 0.10414962646763917, 'LEVELS': 0.07508613113114154, 'REPORTS': 0.12736806332018527, 'INCIDENCE': 0.10960609738455986, 'DISCUSSED': 0.08896366629563825, 'POSSIBLE': 0.09033556524676228, 'HIGH': 0.08422909698045732, 'MEASUREMENT': 0.13834087132548795, 'GROSSLY': 0.18603917829980787, 'RELATION': 0.152102484526691, 'QUANTITATIVE': 0.13033260804883476, 'RECENT': 0.13033260804883476, 'COMPOSITION': 0.12931783122705276, 'SEVEN': 0.1204574723727626, 'REVEALED': 0.12833011837215788, 'OBSERVATION': 0.13244958633920323, 'TYPE': 0.11967771647654658, 'SIXTEEN': 0.21171129609832437, 'IMMEDIATE': 0.15812170413771973, 'HYPERSENSITIVITY': 0.16531266763553296, 'SUBCLASS': 0.22236618767061253}
00411;{'SIGNIFICANCE': 0.06678355245211087, 'CYSTIC': 0.004623483425653451, 'FIBROSIS': 0.0045247837282283735, 'PATIENTS': 0.07461282714878097, 'STUDIED': 0.11298275253544146, 'CLINICAL': 0.0615926956160414, 'ONE': 0.055056486563057144, 'NORMAL': 0.02039172110621434, 'ADULT': 0.11125170958071308, 'YEAR': 0.04957602169751918, 'ACTIVITY': 0.03419662739082228, 'SIX': 0.05191867770847572, 'PERIOD': 0.05032268159960332, 'TWO': 0.0878303869589689, 'THREE': 0.11564339880716945, 'GROUPS': 0.04120893271347867, 'FACTOR': 0.04489832585095868, 'DESCRIBED': 0.049095337939832964, 'MAY': 0.024020317173279005, 'FAMILY': 0.11337888929357046, 'BASIS': 0.05430116088670488, 'COURSE': 0.12251162958352366, 'SKIN': 0.13698366765496756, 'POSSIBLE': 0.042790530906361084, 'GENETIC': 0.09093473155290523, 'DETERMINE': 0.05632770276603548, 'PARENTS': 0.05032268159960332, 'AFFECTED': 0.05306950722577069, 'CULTURE': 0.10554929100184379, 'MEDIUM': 0.12251162958352366, 'FOUR': 0.049334033589934344, 'POPULATION': 0.052774645500921896, 'FAMILIES': 0.06125581479176183, 'FIBROBLAST': 0.06173649854944804, 'CULTURED': 0.23128679761433887, 'COMPOUNDS': 0.09046647731086553, 'REPRESENT': 0.07830600045893667, 'FIBROBLASTS': 0.28768963192711866, 'DIVIDED': 0.07294842765979313, 'METABOLIC': 0.11806420131548351, 'PARENT': 0.08101039835064296, 'AMETACHROMATIC': 0.09046647731086553, 'RESEARCH': 0.0582159600325682, 'CLASSES': 0.07489975459155145, 'CULTURES': 0.11890972944106458, 'CLASS': 0.8253691373642593, 'UNRELATED': 0.08605745225330577, 'REMAINING': 0.07960614032128267, 'DANES': 0.09636949900597452, 'CFFA': 0.21066270410900134, 'COOPERATION': 0.18634175040514364, 'METACHROMATIC': 0.17211490450661154, 'TYPICAL': 0.22469926377465432, 'OFFSPRING': 0.09046647731086553, 'ATYPICAL': 0.28910849701792357, 'SUCCUMBED': 0.10028429815183786, 'MATINGS': 0.10533135205450067}
00412;{'SIGNIFICANCE': 0.10288276999379242, 'CYSTIC': 0.007122663655736399, 'FIBROSIS': 0.006970612770513981, 'NUMBER': 0.07004432025021079, 'SUBJECTS': 0.0587904235302012, 'CHILDREN': 0.036228323594445194, 'SALIVA': 0.17936809307331827, 'HEALTHY': 0.07752413111290242, 'FOUND': 0.0401548177867048, 'INCREASED': 0.0505781280789206, 'BASIC': 0.17936809307331827, 'TERMS': 0.11238001017860023, 'PATTERN': 0.1858885248456758, 'DISCUSSED': 0.06491943216168197, 'POSSIBLE': 0.06592054761250221, 'LEAST': 0.08516907127549249, 'PRESENT': 0.0529955621424862, 'PARENTS': 0.07752413111290242, 'PATHOGENESIS': 0.09030538486705639, 'FAR': 0.11384128642914823, 'TESTED': 0.08848264754825821, 'PART': 0.0929442624228379, 'CLINICALLY': 0.09914897706187845, 'PROCESSES': 0.11238001017860023, 'HETEROZYGOUS': 0.09829090413445736, 'PAROTID': 0.2375377921444562, 'RESIDUES': 0.13936727585727934, 'EQUILIBRIUM': 0.13936727585727934, 'FAST': 0.27151663859971964, 'ISOAMYLASES': 0.418101827571838, 'GENERATED': 0.13936727585727934, 'DEAMIDATION': 0.3245344360598129, 'ASPARAGINE': 0.16226721802990646, 'GLUTAMINE': 0.17322573446526227, 'SHIFT': 0.15449202688256103, 'AMIDATION': 0.16226721802990646, 'AGEING': 0.17322573446526227}
00485;{'SIGNIFICANCE': 0.07049374981056147, 'CYSTIC': 0.002440171807983766, 'FIBROSIS': 0.002388080301009419, 'ONE': 0.05811518026100476, 'AETIOLOGY': 0.09549239271702473, 'ARTICLE': 0.06854262915023135, 'HETEROZYGOTES': 0.04606257109135906, 'HEALTHY': 0.05311838613291462, 'CONTROLS': 0.039366029876927305, 'TEST': 0.03719905842533123, 'TESTS': 0.044993898542828564, 'DIFFERENT': 0.04482163201204498, 'GREAT': 0.06677762582052163, 'FOLLOWED': 0.07119264477320679, 'MAY': 0.025354779238461172, 'MAIN': 0.07049374981056147, 'HISTORY': 0.06516630402441738, 'POSITIVE': 0.1433728210403116, 'ALLERGY': 0.0760512422633455, 'SKIN': 0.0963959142757179, 'ALLERGIC': 0.14383790855209067, 'RELATIONSHIP': 0.06275791276056186, 'LEAST': 0.05835658587394855, 'MATERNAL': 0.09083842182293388, 'PATHOGENESIS': 0.06187591185335345, 'REQUIRED': 0.07267491713753153, 'OBSERVATIONS': 0.058003841522639384, 'STUDIES': 0.04124633393654624, 'GAVE': 0.07191895427604533, 'SYMPTOMS': 0.05366308771080893, 'ANTIGENS': 0.06734747135138744, 'MOTHER': 0.08402870367246504, 'POPULATION': 0.055706570250973114, 'HOMOZYGOTES': 0.11743236011297492, 'FACT': 0.06568798693120806, 'SIBLINGS': 0.06793541020906485, 'COMMON': 0.05132900028682069, 'RESPONSIBLE': 0.06465891561352638, 'GENE': 0.05480304869227993, 'UNDERSTANDING': 0.06982027491850823, 'CLASSES': 0.07906085206885986, 'COLLEAGUES': 0.08712229783289403, 'ESTABLISH': 0.08402870367246504, 'APART': 0.09301958914990394, 'ACCOUNTED': 0.09083842182293388, 'ASPERGILLUS': 0.08402870367246504, 'FUMIGATUS': 0.08551097603678978, 'PHENOTYPE': 0.09083842182293388, 'STRONG': 0.08402870367246504, 'MANIFESTATION': 0.08551097603678978, 'WARNER': 0.11869170694842042, 'ACCORDS': 0.11869170694842042, 'BENCARD': 0.11869170694842042, 'PROGENITORS': 0.11869170694842042}
00526;{'SIGNIFICANCE': 0.059479101402661244, 'CYSTIC': 0.004117789925972605, 'FIBROSIS': 0.004029885507953395, 'CONCENTRATIONS': 0.037250007569993034, 'CONTROL': 0.13788759969322897, 'ELEVATED': 0.04393812366603528, 'VALUE': 0.04836197141472153, 'AMYLASE': 0.176732570887474, 'SUBJECTS': 0.06797642720679513, 'CHILDREN': 0.06283349873411588, 'LOW': 0.040154685353459264, 'SALIVA': 0.31109153642403636, 'COLLECTED': 0.12993938676900652, 'VALUES': 0.11051096378490931, 'SODIUM': 0.18300700536743825, 'PERIOD': 0.13445591489894013, 'DIAGNOSTIC': 0.09453005974590405, 'TEST': 0.06277341109274645, 'OVERLAP': 0.06581449371685132, 'LEVEL': 0.0467441483062709, 'ACID': 0.03516357956023487, 'GROUP': 0.030821885013305864, 'IDENTICAL': 0.059479101402661244, 'SIGNIFICANT': 0.028585934331420343, 'HIGHER': 0.10970275410829186, 'RATE': 0.1311766060579912, 'MEAN': 0.03840794463489494, 'SHOW': 0.04726502987295202, 'ALTHOUGH': 0.03767424177414851, 'POSITIVE': 0.040323605917587636, 'STATISTICALLY': 0.05891085696249133, 'CHILD': 0.04393812366603528, 'EVEN': 0.051154030613836776, 'DIFFERENCE': 0.037531546718472385, 'MAJOR': 0.04700241864925857, 'FUNCTION': 0.034564847305513985, 'FLOW': 0.15449235309395293, 'SEC': 0.07350943879650434, 'ACTIVATED': 0.13732653608351372, 'SHOWED': 0.03767424177414851, 'SAMPLES': 0.08918762855391531, 'CALCIUM': 0.2793858461842568, 'PHOSPHATE': 0.07214988603104139, 'STIMULATED': 0.0626790141002552, 'NEGATIVE': 0.049851192974164106, 'MUCH': 0.050489036638543094, 'POTASSIUM': 0.14429977206208278, 'EVERY': 0.06416823565969777, 'MINIMAL': 0.05682442895273316, 'CORRELATIONS': 0.14999732071189384, 'INTERVALS': 0.07499866035594692, 'MIN': 0.12396891062017185, 'RAISED': 0.057320502363898476, 'STIMULATION': 0.0626790141002552, 'PAROTID': 0.27465307216702745, 'ALMOST': 0.06866326804175686, 'RELEASE': 0.14179843744728476, 'CITRIC': 0.10014612773772974, 'TONGUE': 0.10014612773772974, 'LAG': 0.08931570304148059, 'INORGANIC': 0.08298031072729053, 'STATISTICAL': 0.07848527834523145, 'ANYLASE': 0.10014612773772974, 'WORTH': 0.10014612773772974}
00555;{'SIGNIFICANCE': 0.08651505658568909, 'RESPIRATORY': 0.11086637553011736, 'TRACT': 0.14323889259969189, 'CYSTIC': 0.0029947563097982586, 'FIBROSIS': 0.0029308258239661056, 'PATIENTS': 0.024164381519775655, 'SIX': 0.13451657406286893, 'PERIOD': 0.06519074661766794, 'TWO': 0.0379267580050093, 'PRODUCED': 0.0725108261442387, 'BACTERIOLOGICAL': 0.10494528877242384, 'EXAMINATIONS': 0.11719520924362126, 'NON': 0.07206076643296189, 'STRAINS': 0.34967587102721587, 'PREDOMINATING': 0.124842305530467, 'ESPECIALLY': 0.07874802718291507, 'COLONIZATION': 0.20288372846179045, 'HAEMOPHILUS': 0.32076846020292804, 'INFLUENZAE': 0.20288372846179045, 'DISCUSSED': 0.05459134068141438, 'PATHOGENESIS': 0.07593861909275197, 'HIGH': 0.051686036783462445, 'LOWER': 0.05586610128711992, 'HAEMOLYTIC': 0.11719520924362126, 'RELATED': 0.06519074661766794, 'MONTH': 0.09116947505491665, 'ISOLATED': 0.07118653277778471, 'IDENTIFIED': 0.09222674813752788, 'PROPERTY': 0.1141604048657912, 'PERCENTAGE': 0.08826417115696474, 'PROLONGED': 0.09015920772376135, 'CURRENT': 0.09015920772376135, 'MATERIAL': 0.08737279131257199, 'EXCEPT': 0.09333561550501494, 'FIFTY': 0.1114835176917825, 'RECURRENT': 0.08826417115696474, 'BELONGED': 0.12069863378514988, 'UNEXPECTEDLY': 0.124842305530467, 'LYSINE': 0.12991374987851723, 'PARAINFLUENZAE': 0.14566709489124327, 'BIOTYPE': 0.14566709489124327, 'TAXON': 0.14566709489124327, 'CAPSULATED': 0.14566709489124327, 'DECARBOXYLASE': 0.13645197879787588}
00593;{'SIGNIFICANCE': 0.1001753286781663, 'CYSTIC': 0.010402837707720266, 'FIBROSIS': 0.01018076338851384, 'STUDIED': 0.05649137626772073, 'ASSOCIATED': 0.12454215302000805, 'DISEASE': 0.030380641226157967, 'LEVEL': 0.07872698662108782, 'CHRONIC': 0.05667735435253896, 'HIGHER': 0.061587511078339284, 'MAY': 0.07206095151983702, 'SIMILAR': 0.060486271343194536, 'DISEASES': 0.06849183382748378, 'APPLIED': 0.1080728179531752, 'HIGH': 0.05984698995979862, 'ASTHMA': 0.08343878218553481, 'SPUTUM': 0.22419627463684208, 'VISCOSITY': 0.5782169940358473, 'RELATION': 0.1080728179531752, 'SINGLE': 0.08051179178789733, 'APPEARANCE': 0.11234963188732716, 'FEATURE': 0.12151559752596444, 'WEISSENBERG': 0.157997028081751, 'RHEOGONIOMETER': 0.157997028081751, 'BRONCHITIS': 0.1001753286781663, 'MACROSCOPICALLY': 0.157997028081751, 'SHEAR': 0.315994056163502, 'MACROSCOPIC': 0.14455424850896179, 'VARYING': 0.11084546310206538, 'VARIATION': 0.10942264148968969, 'DESIGNED': 0.12151559752596444, 'PARTICULAR': 0.1011684952040307, 'ABNORMALLY': 0.11234963188732716, 'SAMPLE': 0.1055646553267456, 'DETAILED': 0.12151559752596444, 'DEPENDS': 0.1356997159662983, 'ESTIMATE': 0.1321857319498635, 'WHATEVER': 0.157997028081751, 'DIFFERENTIATING': 0.157997028081751}
00631;{'SIGNIFICANCE': 0.05361496464465239, 'CYSTIC': 0.0018559053187482165, 'FIBROSIS': 0.00181628642611984, 'PATIENTS': 0.037437774185567915, 'SERA': 0.0788291341569149, 'NUMBER': 0.07300393941571265, 'CONCENTRATIONS': 0.03357747161238809, 'SERUM': 0.14065521522688337, 'ONE': 0.02210013897249477, 'IGG': 0.046736756645864616, 'ELEVATED': 0.11881858794195456, 'SUGGESTING': 0.05527388063981272, 'SALIVA': 0.046736756645864616, 'ACTIVITY': 0.027453630440519294, 'HETEROZYGOTES': 0.07006700954741943, 'TEST': 0.05658448323853201, 'COULD': 0.0322579577521441, 'DETECTED': 0.041906548883514895, 'THREE': 0.061893650065809006, 'DIFFERENT': 0.03408969195282295, 'ALSO': 0.07730280833285501, 'WHEREAS': 0.04309081814000139, 'TOTAL': 0.0709163909043402, 'SIGNIFICANT': 0.02576760277761834, 'WELL': 0.03320517221706195, 'HISTORY': 0.0495631044692752, 'POSITIVE': 0.14539215654792162, 'ALLERGY': 0.057841789890431795, 'SKIN': 0.07331520240688405, 'IGE': 0.3607847333846563, 'SIMILAR': 0.03237293395832947, 'LEAST': 0.08876776442797808, 'SEVERAL': 0.07331520240688405, 'SPECIFIC': 0.07006700954741943, 'SUGGESTED': 0.041906548883514895, 'EITHER': 0.0392255104540611, 'RATHER': 0.04843574238936623, 'DEGREES': 0.05310274430421753, 'ASTHMA': 0.04465737638099047, 'SPUTUM': 0.07999491489389672, 'GAVE': 0.10939784594102671, 'ALBUMIN': 0.0991262089385504, 'ANTIBODY': 0.05078861682124181, 'ANTIGENS': 0.051222020464435525, 'BOVINE': 0.06760442623634652, 'ALLERGENS': 0.2122418794687949, 'REACTIONS': 0.1714638134387842, 'RAISED': 0.10333837045885923, 'REACTION': 0.05414651855990376, 'TOGETHER': 0.05587331182880985, 'FEVER': 0.07736706258226124, 'STRONGLY': 0.05932574081518992, 'ASPERGILLUS': 0.06390915490581849, 'FUMIGATUS': 0.1300730339714549, 'PRICK': 0.13520885247269304, 'STRONG': 0.12781830981163697, 'IMMEDIATE': 0.12026157779488543, 'HYPERSENSITIVITY': 0.06286538065013225, 'DIED': 0.05213101371989427, 'INCUBATING': 0.08456178967755688, 'PCA': 0.5073707380653413, 'BABOON': 0.09027256584809441, 'EGG': 0.09027256584809441, 'DERMATOPHAGOIDES': 0.08456178967755688, 'PTERONYSSINUS': 0.16912357935511377, 'ABOLITION': 0.09027256584809441, 'REAGINIC': 0.09027256584809441, 'TIMOTHY': 0.08456178967755688, 'GRASS': 0.0805099295021797, 'POLLEN': 0.0805099295021797, 'HAY': 0.09027256584809441}
00809;{'SIGNIFICANCE': 0.12279556418613934, 'CYSTIC': 0.004250621859068496, 'FIBROSIS': 0.004159881814661569, 'CONCENTRATIONS': 0.07690324143482433, 'ONE': 0.05061644732410092, 'SIGNIFICANTLY': 0.0697050623601724, 'CHILDREN': 0.04324025719337007, 'MEASURED': 0.08289999556843203, 'VALUES': 0.07605055572294833, 'HEALTHY': 0.09252880165088354, 'CONTROLS': 0.06857308430174434, 'SMALL': 0.08775718455163764, 'INCREASED': 0.06036744319096975, 'INVESTIGATED': 0.09396272947574913, 'GROUP': 0.0636322787371476, 'HOUR': 0.27543780720764083, 'BLOOD': 0.16242141142606947, 'MEAN': 0.07929382118171859, 'PRESENT': 0.06325276771845126, 'ORAL': 0.12049043631574756, 'FUNCTION': 0.07135968475977081, 'FINDING': 0.10704224909214154, 'INTESTINAL': 0.1035702921827104, 'SUGGESTS': 0.11263165945582014, 'EARLIER': 0.12279556418613934, 'OBSERVATION': 0.11535931713414475, 'CONFIRMS': 0.16634158731352694, 'UNDERSTOOD': 0.1713141898885998, 'LOAD': 0.16203412303531653, 'XYLOSE': 0.5531811285149766, 'ROLLES': 0.20675329597466785}
